year,AAGE_Age:Total_Sex:Total_Education:Total,ER_Age:Middle-aged_Sex:Total_Education:Total,ER_Age:Old_Sex:Total_Education:Total,ER_Age:Total_Sex:Female_Education:Total,ER_Age:Total_Sex:Male_Education:Total,ER_Age:Total_Sex:Total_Education:Primary education,ER_Age:Total_Sex:Total_Education:Secondary education,ER_Age:Total_Sex:Total_Education:Tertiary education,ER_Age:Total_Sex:Total_Education:Total,ER_Age:Young_Sex:Total_Education:Total,FSAN_Age:Total_Sex:Total_Education:Total,FTUELT_Age:Total_Sex:Total_Education:Total,GWG_Age:Total_Sex:Total_Education:Total,HA_Age:Total_Sex:Total_Education:Total,HDI_Age:Total_Sex:Total_Education:Total,H_Age:Total_Sex:Female_Education:Total,H_Age:Total_Sex:Male_Education:Total,H_Age:Total_Sex:Total_Education:Total,LE_Age:Total_Sex:Female_Education:Total,LE_Age:Total_Sex:Male_Education:Total,LE_Age:Total_Sex:Total_Education:Total,LSS_Age:Total_Sex:Total_Education:Total,NEET_Age:Total_Sex:Female_Education:Total,NEET_Age:Total_Sex:Male_Education:Total,NEET_Age:Total_Sex:Total_Education:Total,Not FSAN_Age:Total_Sex:Total_Education:Total,RD_Age:Total_Sex:Total_Education:Total,SS_Age:Total_Sex:Total_Education:Total,TEFTED_Age:Total_Sex:Total_Education:Total,SAD_deaths_Age:Total_Sex:Female_Education:Total,SAD_deaths_Age:Total_Sex:Male_Education:Total,SAD_deaths_Age:Total_Sex:Total_Education:Total,country,Difficulty making ends meet_Age:Total_Sex:Total_Education:Total,HIAH_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Middle-aged_Sex:Total_Education:Total,LHWPW_Age:Old_Sex:Total_Education:Total,LHWPW_Age:Total_Sex:Female_Education:Total,LHWPW_Age:Total_Sex:Male_Education:Total,LHWPW_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Young_Sex:Total_Education:Total,LTUR_Age:Middle-aged_Sex:Total_Education:Total,LTUR_Age:Old_Sex:Total_Education:Total,LTUR_Age:Total_Sex:Female_Education:Total,LTUR_Age:Total_Sex:Male_Education:Total,LTUR_Age:Total_Sex:Total_Education:Total,LTUR_Age:Young_Sex:Total_Education:Total,PH+_Age:Old_Sex:Total_Education:Total,PH+_Age:Total_Sex:Female_Education:Total,PH+_Age:Total_Sex:Male_Education:Total,PH+_Age:Total_Sex:Total_Education:Primary education,PH+_Age:Total_Sex:Total_Education:Secondary education,PH+_Age:Total_Sex:Total_Education:Tertiary education,PH+_Age:Total_Sex:Total_Education:Total,PH+_Age:Young_Sex:Total_Education:Total,PH_Age:Total_Sex:Total_Education:Total,NAB_Age:Total_Sex:Total_Education:Total,HDBRIP_Age:Total_Sex:Total_Education:Total,TAHDIQ_Age:Total_Sex:Total_Education:Total,PH+_Age:Middle-aged_Sex:Total_Education:Total
2017,57957.0,79.5325838,48.25326307,66.76782642,77.00798581,46.53194,73.307259,85.217384,71.88968576,22.67515125,70.30435829,5.5,4.190296156,79.84887658,31410.0,,,,83.9,79.2,81.6,7.822854936,8.748251,10.801347,9.7904682,27.99725163,5.364822463,92.0082498,2.452012384,,,,Belgium,20.89999962,84.2533,4.889887569,9.865356931,2.762123185,6.824423402,4.861158373,2.8427351,3.219723829,4.168840757,3.288102498,3.658125197,3.48745067,4.931807915,53.8,71.6,77.5,61.4,76.0,84.1,74.5,92.9,8.6,,,,
2018,58270.0,80.39899835,50.32357029,68.58755043,77.35857338,46.481766,74.1306,86.099861,72.97696389,24.95805204,64.76928759,9.2,3.408756979,79.77346243,31618.0,,,,83.9,79.4,81.7,6.952451643,8.3933592,10.430583,9.4299498,33.34666623,5.298901469,92.10722713,2.439387309,,,,Belgium,19.10000038,83.7276,4.649647928,10.19624945,2.557731657,6.443945055,4.55601399,1.622998667,2.777147667,3.053074834,2.571716709,3.229081962,2.922240109,4.078809259,55.5,72.5,77.3,62.2,75.9,84.4,74.9,93.1,8.7,,,,
2019,58842.0,80.7762789,52.09030735,69.26045903,77.93871693,47.356865,74.593086,86.435471,73.60396856,26.57030051,61.74631804,11.5,3.798185941,80.06696631,32231.0,,,,84.3,79.8,82.1,11.51946218,8.9426537,11.493417,10.241214,34.98749846,5.621744419,87.98396635,2.564705882,,,,Belgium,19.20000076,87.5729,4.456412008,6.919235617,2.512982555,6.350105697,4.474801889,1.782434327,2.201578423,2.622844142,2.084077462,2.591174487,2.353695414,3.216945551,54.8,71.8,76.3,59.9,74.4,83.9,74.0,92.9,9.1,,,,
2020,57272.0,80.2873988,53.31093482,69.1618019,77.76312612,46.902103,73.420418,86.164154,73.46761174,24.07252177,56.49982592,,,80.43522656,32276.0,,,,83.0,78.6,80.8,9.582540798,8.6120825,9.8738117,9.254653,41.50759501,4.33067996,89.77878619,,,,,Belgium,16.70000076,90.861,4.140320515,8.055137019,2.632356081,5.823946695,4.268894046,2.587903832,2.141696709,2.753146724,2.066485812,2.572727321,2.335547063,3.326988042,56.7,73.3,77.6,59.2,76.0,85.4,75.4,93.9,7.8,,,,
2021,59100.0,80.74813107,54.45386616,69.90173349,78.201804,45.467873,72.769821,86.87912,74.05744715,24.74836437,71.01880939,,,79.83516886,32778.0,,,,84.4,79.5,81.9,8.508911574,5.1238904,5.5430698,5.338388,25.77342037,4.465689356,91.42757321,,,,,Belgium,15.39999962,92.2999,4.545679573,7.953432218,2.815193642,5.962929339,4.419978338,1.249586225,2.522205946,2.64653683,2.496033657,2.821799594,2.669088603,3.994817502,,,,,,,,,,,,,
2022,,,,,,,,,,,70.22028612,,,,,,,,,,,7.643829397,,,,20.54031573,4.648110892,91.28327824,,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,75.43932307,52.57440381,59.26376783,86.28261052,,,,72.15655344,52.39500016,,,,,,4.1,48.8,25.5,75.4,67.8,71.5,,,,,,,,,6.625163078,22.90825653,14.47962761,Brazil,,,16.15683251,14.60674157,11.05345096,19.5051092,15.82249859,14.90797096,,,,,,,,,,,,,,,,,,,
2005,,75.90398987,54.07150504,60.33337493,86.2523545,,,,72.71506025,52.71178572,,,,,,4.1,46.6,24.5,75.8,68.2,71.9,,,,,,,,,6.557554245,22.56401825,14.27791214,Brazil,,,16.13978495,15.01901141,10.93096897,19.0123216,15.49665712,13.8362069,,,,,,,,,,,,,,,,,,,
2006,,76.34795649,54.1217905,60.99586483,86.23021785,,,,73.05403607,52.60354209,39.93881136,,,,,4.2,47.8,25.2,76.1,68.5,72.3,11.66540275,,,,59.5251024,,87.97327517,,6.557094097,22.34727478,14.17331791,Brazil,,,15.3946761,12.77310924,10.72763068,18.35785477,14.99628279,13.88549673,,,,,,,,,,,,,,,,15.24132374,,,
2007,,76.1011575,53.76614733,60.40930142,86.15308279,,,,72.69607862,52.92977905,35.60027048,,,,,3.9,45.6,23.9,76.5,68.9,72.6,11.29180532,,,,63.75768631,,88.1100078,,6.526941776,22.57469368,14.26803207,Brazil,,,15.0003702,13.47753744,10.15075769,17.91697236,14.50716784,13.06850892,,,,,,,,,,,,,,,,10.90442363,,,
2008,,76.97769915,55.17946994,61.28145747,87.11857802,,,,73.59269166,53.46564243,45.04333978,,,,,4.0,46.1,24.3,76.8,69.3,73.0,12.10006275,,,,54.11783273,,87.16830214,,6.571269512,22.28385735,14.14551353,Brazil,,,14.2215428,12.31231231,9.873776981,16.8223208,13.77412274,12.58245614,,,,,,,,,,,,,,,,12.65395524,,,
2009,,76.87145188,53.86071339,61.22894838,86.37335596,,,,73.21948889,51.58515714,39.5701872,,,,,4.3,47.7,25.2,77.1,69.6,73.3,8.6631589,,,,60.26280015,,90.70556824,,6.45595026,22.42335892,14.15799332,Brazil,,,12.99687873,11.38088012,8.775190409,15.48263222,12.50505541,11.19402985,,,,,,,,,,,,,,,,11.94461768,,,
2010,,,,,,,,,,,39.91098332,,,,,4.4,47.8,25.3,77.4,70.0,73.6,9.357871121,,,,59.02197128,,89.69670715,,6.650309086,21.82654381,13.95922089,Brazil,,,,,,,,,,,,,,,,,,,,,,,,11.02577312,,,
2011,,76.34661601,52.70990844,59.65610948,86.33886238,,,,72.38156185,50.10022161,48.20109706,,,,,4.4,46.8,24.9,77.7,70.3,73.9,8.275539551,,,,50.86391716,,90.54028589,,6.691257954,21.96157646,14.04610443,Brazil,,,11.11600749,10.82621083,7.574491785,13.28967425,10.7304299,9.136685397,,,,,,,,,,,,,,,,12.88200264,,,
2012,,73.50000905,47.41194705,56.67839442,82.51940184,,,,68.97354477,47.71789168,45.82135689,,,,,4.5,49.6,26.4,77.9,70.6,74.2,10.23301912,,,,53.10279288,,88.97232041,,6.573719978,22.0114994,14.01480103,Brazil,,,11.40538319,12.12318649,7.561943814,13.91959108,11.03763813,9.573358911,,,,,,,,,,,,,,,,15.26634255,,,
2013,,74.04765579,48.43981204,57.51730049,82.90875596,,,,69.58225235,46.98742501,34.33396809,,,,,4.5,49.3,26.3,78.2,70.8,74.5,8.20045867,,,,64.52887687,,91.12907205,,6.465740681,21.97040367,13.93867493,Brazil,,,9.71343273,8.996709476,6.247884074,12.16788578,9.446785344,8.276799424,,,,,,,,,,,,,,,,12.26780974,,,
2014,,74.39377632,48.23349651,57.8566113,82.7369593,,,,69.69658322,45.87480413,36.21486754,,,,,4.5,51.0,27.1,78.5,71.1,74.8,10.14251668,,,,63.05659194,,89.60337534,,6.519551754,21.21094894,13.60502338,Brazil,,,8.504989543,10.02611028,5.334822149,10.65201266,8.202174744,6.75398931,,,,,,,,,,,,,,,,12.48740385,,,
2015,,73.86526826,48.40449271,57.59488804,81.87239426,,,,69.19889169,44.35162527,39.51743842,,,,,4.3,49.4,26.3,78.7,71.3,75.0,9.261742937,,,,59.77763276,,89.9993344,,6.60850668,21.70959663,13.89398193,Brazil,,,7.826641846,6.817560483,5.020591383,9.75875288,7.562875117,6.273071752,,,,,,,,,,,,,,,,16.21761791,,,
2016,,72.94857631,49.21232029,57.46258154,81.0892487,,,,68.91320901,40.64474015,36.05561993,,,,,4.2,51.4,27.1,78.9,71.6,75.2,8.715303342,,,,63.33195204,,90.83711208,,6.612808228,21.53245544,13.8062191,Brazil,,,6.420148003,6.841791052,4.079876905,8.040431334,6.225540595,5.211487979,,,,,,,,,,,,,,,,13.2205586,,,
2017,,72.18965534,48.24134655,57.0318276,79.75033076,,,,68.04576613,41.2998532,31.32522474,,,,,4.4,52.7,27.8,79.2,71.8,75.5,9.502069751,,,,67.9962851,,90.19883871,,6.654314995,21.54315186,13.83499336,Brazil,,,6.738767952,8.014432654,4.300633309,8.365475057,6.50114146,5.182147066,,,,,,,,,,,,,,,,16.22752407,,,
2018,,72.7632655,48.80267412,57.9185224,79.83044255,,,,68.54552063,41.28343593,33.60488877,,,,,4.0,45.9,24.4,79.4,72.0,75.7,11.7263249,,,,65.80228028,,87.23440163,,6.70624876,21.09055138,13.64906216,Brazil,,,7.211223286,7.312252935,4.585591734,8.822367751,6.864423679,5.269450292,,,,,,,,,,,,,,,,18.14051634,,,
2019,,73.5538839,49.42056103,58.57143715,80.55307381,,,,69.2371524,42.65481216,40.20489896,,,,,3.3,35.9,19.1,79.6,72.2,75.9,10.00818479,,,,58.91648823,,89.25477858,,6.778978825,21.41009521,13.84080029,Brazil,,,7.318590835,8.063314835,4.646073668,9.114921681,7.058527843,5.488579615,,,,,,,,,,,,,,,,16.95924144,,,
2020,,68.06835738,44.63309337,52.75953725,75.53246274,,,,63.8151393,35.3918961,44.77896304,,,,,,,,79.7,72.5,76.1,16.83359985,,,,54.07294376,,82.674664,,,,,Brazil,,,5.874383684,6.107037313,3.557103235,7.312259167,5.617013901,4.132601718,,,,,,,,,,,,,,,,20.73254294,,,
2021,,69.3614152,45.82668844,53.20989146,77.5492104,,,,65.03316168,37.76531962,48.30741813,,,,,,,,,,,18.38499367,,,,51.07114769,,80.6340368,,,,,Brazil,,,6.17206074,5.012143674,3.743593108,7.779438289,5.962298778,4.774713517,,,,,,,,,,,,,,,,23.13851196,,,
2022,,,,,,,,,,,47.53642719,,,,,,,,,,,13.38533521,,,,51.40269278,,86.36358383,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,45035.0,81.33767257,53.91764299,70.75137391,81.36924428,57.027225,76.647316,82.173859,76.0416483,57.85690939,,22.40012997,22.71794872,77.59891811,25523.0,0.9,2.2,1.6,82.2,77.4,80.1,,10.319767,12.50579,11.437366,,8.563465644,,3.685714286,9.884070396,25.7199707,17.6962738,Canada,,,4.967602634,3.643410883,1.671313417,7.28707088,4.530443479,2.504685631,0.699709038,1.040208661,0.577149399,0.787817798,0.689327688,0.406990896,,,,,,,,,,,12.9,5.4,
2005,46335.0,81.31340927,54.80166275,70.50603365,81.60630214,56.153847,76.264534,82.089737,76.03521732,57.70250727,,21.3412407,21.25,77.39148989,25754.0,0.9,2.5,1.7,82.3,77.6,80.2,,10.196266,11.182402,10.70007,,8.988174688,,3.738888889,9.905534744,26.75792885,18.23429489,Canada,,50.09807916,5.065115485,3.443328567,1.736756864,7.461522837,4.653592059,2.667339844,0.651655112,0.989971969,0.583138664,0.709771878,0.650701325,0.400012876,,,,,,,,,,,12.3,5.2,
2006,47754.0,81.42661774,55.01969231,70.75755423,81.33159862,56.742012,75.969109,82.538155,76.02413924,59.19254602,77.80076947,22.50124072,21.12332112,77.71952033,26844.0,0.8,2.3,1.5,82.6,77.9,80.7,3.832535326,9.8391676,10.569106,10.212569,21.49757276,8.814723628,95.84965548,3.742702703,9.545937538,26.4623394,17.81186104,Canada,,57.9,5.029840633,2.882635512,1.691356775,7.458254922,4.629136118,2.688063465,0.564189154,0.840230657,0.499004653,0.589360487,0.547168569,0.246706739,,,,,,,,,,10.40640531,12.9,5.3,
2007,49148.0,81.90807174,56.20567733,71.67732063,81.39542734,57.078003,76.485977,82.811234,76.51816024,60.23207189,76.59309653,22.00878171,20.80823529,77.57744541,27499.0,0.8,2.2,1.5,82.7,78.1,80.7,,10.144928,10.896861,10.528725,22.66166889,8.370852673,,3.746103896,10.13585186,26.13425446,18.060709,Canada,,64.2,4.862538419,3.473053864,1.759287125,7.023869428,4.424259159,2.387132329,0.459052889,0.635847868,0.331857733,0.521217046,0.432556715,0.157250208,,,,,,,,,,9.584274886,12.9,5.3,
2008,49993.0,82.02344857,56.45215127,71.69277362,81.41405276,57.680916,76.343781,82.420067,76.53618408,60.21075676,74.86892383,22.11843217,20.45454546,77.66870752,28246.0,0.7,2.6,1.6,82.9,78.3,80.8,6.108428964,10.078594,10.509839,10.297795,24.18869866,7.312207781,93.55174421,3.75,10.42767239,25.97521782,18.15513802,Canada,,66.9,4.656263258,3.238664707,1.574625384,6.813317352,4.222177253,2.151839422,0.458273484,0.697046221,0.334184541,0.533485971,0.440404525,0.155596549,,,,,,,,,,8.130354572,12.7,5.3,
2009,50434.0,80.0282872,56.54486493,71.12869107,78.63181536,54.882301,73.720863,81.585625,74.86789373,56.22315622,76.01743188,20.63079302,20.13186813,77.89210564,28499.0,0.8,2.4,1.6,83.0,78.5,81.2,5.69453681,10.298851,13.241195,11.792666,22.80279229,6.589634748,93.9377873,3.703864211,10.26199341,26.8020649,18.47799873,Canada,,72.1,4.207293752,3.396739153,1.451316855,6.24928298,3.840962156,1.962831455,0.645218884,1.067844283,0.528452403,0.799334801,0.671166542,0.41289714,,,,,,,,,,10.27284858,13.4,5.3,
2010,50582.0,80.20982115,57.24057436,71.01925702,79.06986782,55.128204,73.987541,81.286049,75.03063131,55.64684815,80.54327266,21.20768341,18.97746967,78.0754063,29146.0,0.8,2.2,1.5,83.3,78.8,81.4,4.617734476,10.169492,13.694976,11.958484,18.66261161,6.58133206,95.2585098,3.714487633,10.58151245,26.59876251,18.55216408,Canada,,72.6,4.282729513,3.193695589,1.412025371,6.403497735,3.904555359,1.893620616,0.982437609,1.406008328,0.81249909,1.161192665,0.996022346,0.623441624,,,,,,,,,,9.132259305,13.1,5.3,
2011,51075.0,80.74781334,57.67728885,71.17140025,79.71837741,55.03513,74.153801,81.50042,75.42774214,56.14066531,79.41212546,21.59512359,19.17553192,78.12317571,29316.0,0.9,2.2,1.6,83.5,79.1,81.6,7.833073649,10.387243,12.300885,11.358025,20.16223026,5.890612233,92.16692635,3.670909091,10.66471672,26.0524025,18.21023369,Canada,,75.2,4.46057779,3.261675201,1.545770615,6.581700325,4.079849172,2.138881945,0.993476572,1.477764084,0.864482084,1.194934142,1.03878077,0.769908294,,,,,,,,,,10.42056655,13.1,5.2,
2012,51861.0,81.13396542,58.63603469,71.70890308,80.05808014,56.157162,74.628586,81.540642,75.86294409,55.2526655,84.01496255,21.84974432,19.51123128,78.20075158,29640.0,0.7,2.0,1.4,83.6,79.4,81.8,5.168051413,10.122561,12.362999,11.262266,15.65468026,5.970857382,94.46342846,3.690666667,10.8602829,26.50275993,18.65475845,Canada,,77.8,4.349387836,3.494889502,1.511976656,6.522825832,4.034441002,2.233250655,0.894006918,1.353726939,0.864941914,1.028066192,0.950571022,0.733191237,,,,,,,,,,9.684894003,13.3,5.3,
2013,52503.0,81.32655228,59.47660552,72.16544403,80.10864592,56.475903,74.619583,81.89296,76.11461103,55.86378895,76.01889432,20.96012471,19.30323498,78.11806427,29973.0,0.7,1.8,1.2,83.8,79.6,81.8,6.376061199,9.9229727,11.164413,10.555555,23.24274967,5.549822256,93.6239388,3.753409711,10.71622276,27.26739311,18.96844482,Canada,,79.8,4.305420126,4.087591163,1.498162896,6.449719161,3.993786412,2.076211073,0.898253501,1.157229816,0.848631755,1.008407901,0.932340818,0.80476651,,,,,,,,,,10.58740154,13.2,5.4,
2014,53143.0,80.96054757,59.58251031,71.5942898,79.99580509,55.775234,73.893745,81.628288,75.76979112,56.32550713,79.68263845,22.44542815,19.229,77.74209682,30010.0,0.6,1.8,1.2,83.9,79.7,81.9,8.191594968,10.481845,11.849585,11.18061,19.34544066,5.180017714,91.50691757,3.71416309,11.66630077,28.65439224,20.1703968,Canada,,81.3,4.173332432,3.183673472,1.305662839,6.324784042,3.842969699,2.217515889,0.853787072,1.241071768,0.820486326,0.992397268,0.910904656,0.76202097,,,,,,,,,,11.35022633,12.6,5.2,
2015,53558.0,81.15454618,60.0825399,71.63056358,80.30125964,55.196552,73.532867,81.770493,75.93812323,56.59026443,81.68397781,22.18034737,18.62745098,77.80391874,30663.0,0.7,1.8,1.2,83.9,79.8,81.9,6.09072524,10.133579,11.627907,10.898876,17.87347885,5.267014466,93.86716436,3.705833333,11.31116867,29.46084023,20.36811256,Canada,,83.9,4.104473909,3.517329962,1.359783288,6.192711533,3.812715687,2.033372462,0.751298813,1.141055577,0.699516512,0.912871214,0.812099631,0.653320905,,,,,,,,,,11.6270327,14.1,5.4,
2016,52599.0,81.0719864,60.86378545,71.87554447,80.14572386,54.560349,73.611115,81.841385,75.98393561,56.01370467,81.44524833,22.34281504,18.22115385,77.26962976,30313.0,0.5,1.6,1.1,84.0,79.9,82.0,7.552362746,9.5992546,12.101064,10.881417,17.8754404,5.240157233,92.33671131,3.708307692,11.290308,28.69660187,19.9722538,Canada,,84.1,4.070160114,4.00190572,1.479282056,5.981364585,3.751360259,1.807765744,0.751104508,1.268326906,0.673200887,0.981572586,0.836082803,0.629802968,,,,,,,,,,11.61693696,12.4,5.0,
2017,53353.0,82.00889884,61.40329842,72.63663847,80.91522058,55.593803,74.156807,82.389374,76.74919273,57.12918081,83.55714663,22.01078098,18.17322239,77.4977111,31040.0,0.7,1.8,1.2,84.0,79.9,81.9,6.595209917,8.8553934,10.773357,9.8394499,15.56100068,5.09231901,92.95359482,3.605345912,12.23571682,33.26743317,22.70510674,Canada,,85.4,4.01498039,3.980211346,1.444326686,5.909386044,3.707335963,1.802954043,0.691526417,1.171172855,0.65021204,0.897002926,0.780305745,0.609023395,,,,,,,,,,7.061742091,12.0,5.1,
2018,54325.0,82.43436068,62.09032118,73.06801008,81.36285909,55.602409,74.461403,82.702705,77.19194297,57.24262231,82.13838497,20.67929527,18.51851852,77.41989576,31186.0,0.5,1.4,1.0,84.1,79.9,81.9,7.683027788,8.8930941,11.061353,10.006902,17.34738357,5.231338475,91.73347978,3.416117216,11.25301266,28.70309639,19.97495842,Canada,,88.2,3.849241275,3.664921462,1.313170476,5.813662416,3.599587964,1.826762687,0.534483644,0.927766268,0.528621526,0.666252734,0.601174765,0.428166108,,,,,,,,,,11.86379386,11.8,4.9,
2019,54607.0,83.1498859,62.61457709,73.82602658,81.87884988,56.449631,74.549652,83.111526,77.83363222,57.79200475,81.42453272,19.37747765,17.60714286,77.25161543,31476.0,0.5,1.6,1.0,84.2,80.0,82.3,7.466708315,8.4945726,10.383245,9.4659634,17.04166701,4.670059995,92.49460702,3.370786517,11.20791721,28.97088814,20.09957123,Canada,,88.5,3.699619773,3.832819688,1.350925611,5.57969331,3.496212593,1.799792912,0.426255615,0.785625056,0.421350274,0.554227318,0.491292455,0.354652332,,,,,,,,,,13.58513416,11.5,4.8,
2020,56177.0,79.48671418,60.42143727,70.41915112,78.70755122,54.023746,70.191864,79.462875,74.54634349,49.50563634,77.50000932,18.67431254,16.11253197,77.93741888,33058.0,,,,84.0,79.5,81.7,6.935663796,10.203139,13.201035,11.752899,21.85307569,4.590242753,93.01725243,3.3,,,,Canada,,87.2,3.444435663,4.065888233,1.177756186,5.296094001,3.289153616,1.561988522,0.414650904,0.68995289,0.402271618,0.577651311,0.495046052,0.542981249,,,,,,,,,,15.25334399,8.6,4.2,
2021,56006.0,82.29367153,62.66312578,73.19852254,81.27657526,55.595409,72.431999,82.028244,77.2226677,55.21342943,79.6548246,19.54363158,16.66666667,77.70658015,33540.0,,,,,,,7.374171731,9.5700417,13.015184,11.347359,19.88980289,4.622692589,92.3798296,3.231236998,,,,Canada,,,3.727622071,4.40167676,1.474836937,5.477179439,3.51701042,1.693356231,1.082200974,1.688642201,1.079563026,1.337028113,1.215529155,1.068143791,,,,,,,,,,13.21569976,,,
2022,,,,,,,,,,,74.43286963,,,,,,,,,,,7.077108514,,,,25.30958291,,92.74323865,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,66.89411788,50.36366281,44.54863872,83.85766759,,,,63.95589602,27.49570542,,,,,,,,,80.5,74.4,77.4,,,,,,14.27351109,,,,,,Chile,,,7.351508398,7.285089074,4.755395222,8.164486702,7.075952034,5.842841408,,,,,,,,,,,,,,,,,,,
2005,,68.12296044,51.43868589,46.09681193,84.70184483,,,,65.09193769,27.7133449,,,,,,,,,80.7,74.7,77.6,,,,,,13.07738123,,,,,,Chile,,,7.494752542,10.17185087,4.474821582,8.687163674,7.306904483,5.544343245,,,,,,,,,,,,,,,,,,,
2006,,68.96499522,53.6557845,47.54987974,85.49432574,,,,66.30261005,28.46089102,38.41432681,,,,,,,,80.9,74.9,77.8,16.30193031,,,,60.08447921,13.15195634,82.82422796,,,,,Chile,,,10.0768375,11.90004064,6.187433806,11.47244113,9.748764844,7.123057299,,,,,,,,,,,,,,,,17.38937527,,,
2007,,70.08875297,54.84729515,49.20756707,85.923346,,,,67.39671252,28.98305315,39.51948179,,,,,,,,81.1,75.1,78.1,18.37037819,,,,59.36685874,12.95981204,80.72595024,,,,,Chile,,,8.546903256,10.52937945,5.166267215,9.78955428,8.248336304,6.227537295,,,,,,,,,,,,,,,,17.76292515,,,
2008,,70.98144946,56.24255784,51.1401261,85.68806833,,,,68.19669837,30.15691309,46.095298,,,,,,,,81.3,75.4,78.3,19.46381628,,,,51.82458646,13.87319706,79.71918996,,,,,Chile,,,8.563051217,8.229676541,5.077546441,9.686608108,8.117744942,5.855451588,,,,,,,,,,,,,,,,18.40417756,,,
2009,,69.81080416,55.93060087,51.31202283,83.38597207,,,,67.10137075,28.30208315,41.69296046,,,,,,,,81.5,75.6,78.5,16.73526064,,,,56.81839995,11.60470913,82.63204358,,,,,Chile,,,8.877516225,9.074033157,5.223402378,10.32010057,8.540315425,6.31212038,,,,,,,,,,,,,,,,14.06485528,,,
2010,,72.05200217,58.03610028,53.93523407,85.2436939,,,,69.24030743,30.53306516,46.28236291,,,,,,,,81.7,75.9,78.7,14.22731545,,,,51.72369642,12.13085358,85.23324588,,,,,Chile,,,18.09823979,17.3202254,12.38493573,21.19170799,17.67007864,14.45106448,,,,,,,,,,,,,,,,14.5421575,,,
2011,,74.2369938,59.7435621,56.62132178,86.59959973,,,,71.27731014,31.69522993,54.36734607,,,,,,,,81.9,76.1,79.0,18.07560395,,,,43.83876511,11.84641917,81.83312786,,,,,Chile,,,17.61330838,16.74809754,11.83917225,20.13500073,16.80105906,12.41354199,,,,,,,,,,,,,,,,16.07342569,,,
2012,,74.53647195,62.7287202,57.74844458,87.12945188,,,,72.05414766,31.09056351,56.69419392,,,,,,,,82.1,76.3,79.2,14.40716512,,,,40.13703819,11.34520607,85.11429642,,,,,Chile,,,16.44780426,16.24907609,10.89104965,19.13851249,15.81495608,12.15685946,,,,,,,,,,,,,,,,13.96841121,,,
2013,,75.17134688,63.95574733,58.91116615,87.05868589,,,,72.72948658,30.44757767,50.31697753,,,,,,,,82.3,76.6,79.4,13.68083381,,,,48.11708432,11.94078868,85.74724388,,,,,Chile,,,14.35988464,12.09824565,9.285087371,17.05917949,13.87585867,10.30442031,,,,,,,,,,,,,,,,12.93217544,,,
2014,,74.88697665,64.23485011,59.67808057,85.8568252,,,,72.49124585,30.08899599,54.78088259,,,,,,,,82.5,76.8,79.6,13.7051095,,,,44.29815049,11.89591613,85.28604141,,,,,Chile,,,13.78422446,11.47987218,8.896206922,16.66229037,13.44808928,10.07538811,,,,,,,,,,,,,,,,11.94932478,,,
2015,,74.91945938,64.50050593,59.6908766,86.00519501,,,,72.54115347,30.20971102,50.24167739,,,,,,,,82.7,77.0,79.8,17.23276667,,,,48.75630436,11.88553628,82.46035966,,,,,Chile,,,11.77002088,11.4640629,7.250578866,14.50869899,11.5092932,8.965638445,,,,,,,,,,,,,,,,17.0798747,,,
2016,,74.83168144,63.81621082,59.70932026,85.09491101,,,,72.18968717,29.17983251,48.35471666,,,,,,,,82.9,77.2,80.0,15.8265171,,,,49.93926951,11.98867384,83.95491756,,,,,Chile,,,10.25480368,10.18962373,5.809434925,12.88440679,9.927101394,7.578520986,,,,,,,,,,,,,,,,11.74690717,,,
2017,,74.88793634,65.27217235,60.25383372,85.09977215,,,,72.50289633,28.3199111,45.24869265,,,,,,,,83.0,77.4,80.2,11.99578515,,,,52.6096349,10.45105562,87.83665039,,,,,Chile,,,10.09144524,8.5782053,5.528931328,12.7511599,9.700465076,6.680147183,,,,,,,,,,,,,,,,13.67405175,,,
2018,,74.94353897,65.62494849,60.64196446,85.00948447,,,,72.58089093,27.55246087,47.38542222,,,,,,,,83.2,77.7,80.4,10.95964284,,,,51.55310829,10.42588542,88.75043639,,,,,Chile,,,9.531377497,8.234692842,5.560587122,11.76742839,9.118683152,6.774414935,,,,,,,,,,,,,,,,13.75189247,,,
2019,,74.79920601,66.12648256,60.88831444,84.67073438,,,,72.56262322,25.43980443,47.96132175,,,,,,,,83.4,77.9,80.6,13.01777053,,,,50.98156643,10.32594178,86.44706737,,,,,Chile,,,8.901374205,7.427166986,4.786900339,11.59186888,8.664481539,7.1347249,,,,,,,,,,,,,,,,17.39669376,,,
